userName,rating,date,isEdited,title,review,app_name,app_id,developerResponse
Builder 4.0,5,2020-07-27 12:02:27,False,Coole neue App BMW,Endlich ist die neue My BMW App verfügbar! Auf den ersten Blick macht sie alles besser als die BMW Connected App. Glückwunsch BMW.,my-bmw,1519034860,
Muchtar bey,3,2022-04-28 07:09:45,False,Einfache und begehrte Funktion fehlt,"Keine Möglichkeit für Benachrichtigungen bei Alarm, Bewegung oder Statusänderung.

Traurig",my-bmw,1519034860,"{'id': 29516115, 'body': ""Hi 'Muchtar bey'! Danke für Dein Feedback! Wir leiten Deinen Wunsch nach weiteren Push-Benachrichtigungen an unser Produktteam weiter. - My BMW App Support Team\r\n"", 'modified': '2022-05-02T17:03:09Z'}"
Thoyou,2,2021-08-01 05:25:06,False,"Grundsätzlich gut, aber die Vorgängerversion war besser","Nach Einführung der neuen Version öffnet sich die App automatisch, es ist scheinbar auch nicht möglich das abzustellen. Beim Öffnen der App wird immer nach dem Passwort gefragt, ein Abspeichern und öffnen ohne Passwortabfrage ist nicht möglich, auch nicht in der Appeinstellung. Liebe Entwickler, lasst euch da bitte was einfallen…",my-bmw,1519034860,"{'id': 24357998, 'body': ""Hi 'Thoyou'! Danke für Dein Feedback! Die Authentifizierung beim Öffnen der My BMW App dient dem Schutz Deiner persönlichen Daten und soll vor allem unbefugtem Zugriff auf Deinen BMW vorbeugen. Die My BMW App unterstützt die Authentifizierungsmethoden Deines Smartphones, Touch ID oder Face ID, den PIN kannst Du alternativ als Sicherheitsfeature verwenden. - My BMW App Support Team"", 'modified': '2021-08-06T13:59:18Z'}"
Swichnx,3,2021-05-18 10:41:42,False,Luft nach oben,"Schöne App, jedoch zu wenig Funktionen.
Siri Kurzbefehle Integration wäre überragend, sodass ich mein BMW Automatisieren kann.
Tracking der zurückgelegten Strecken fände ich auch interessant.",my-bmw,1519034860,"{'id': 22941138, 'body': ""Hi 'Swichnx'! Danke für Dein Feedback! Deine Anregungen geben wir an unser Produktteam weiter. - My BMW App Support Team\r"", 'modified': '2021-05-21T16:05:04Z'}"
Regnie68,1,2021-04-14 17:54:38,False,Wo sind die Kalenderdaten hin?,"Verschlimmbessert😡.  Die praktische Funktion Termine aus meinem Kalender zu übernehmen und an die Navigation zu senden fehlt komplett . Auch optisch ein riesiger Rückschritt. Ich habe die App wieder deinstalliert. Vom Vorgänger waren wir alle begeistert, die jetzige stellt die kostenpflichtigen Zusatzdienste in den Vordergrund.",my-bmw,1519034860,
PaMa.Do,2,2021-03-26 21:48:13,False,Es fehlen noch Funktionalitäten,"Die App ist zwar gegenüber der BMW Connected App optisch aufgefrischt, allerdings fehlen mir Funktionen wie das Senden der Abfahrtszeit zum Starten der Heizung. Hier ist definitiv noch Luft nach oben.",my-bmw,1519034860,"{'id': 21974626, 'body': 'Hi \'PaMa.Do\'! Danke für Dein Feedback! Schön, dass Dir das Design der My BMW App gefällt. Mit der Version 1.3.2 der My BMW App ist nun auch ein Klimatimer für BMW Fahrzeuge mit Verbrennungsmotor verfügbar, mit dem Du Zeitpunkte festlegen kannst, zu denen Dein BMW für die Fahrt vorklimatisiert oder -geheizt werden soll. Je nach Land, Modell, Produktionsdatum, Softwarestand und gebuchten Sonderausstattungen ist für Deinen BMW anstelle des ""Klimatimer"" ein ""Belüftungs-/Heiztimer"" verfügbar. - My BMW App Support Team ', 'modified': '2021-03-31T15:07:29Z'}"
Mafoe4711,3,2021-01-27 00:21:13,False,Nach dem Update keine BMW points vorhanden,Leider sind nach dem Update keine bmw points mehr verfügbar.,my-bmw,1519034860,"{'id': 20859937, 'body': 'Hi \'Mafoe4711\'!  Falls Du BMW Points in Deinem Fahrzeug aktiviert hast (""Einstellungen"" > ""Allgemeine Einstellungen"" > ""Datenschutz"" > ""Individuelle Auswahl"" > ""BMW Points""), aber weiterhin keine BMW Points in der My BMW App siehst, melde uns das Problem im Menü ""Profil"" über ""Feedback senden"" und ""Problem mit der App"". Wir prüfen dann wo in Deinem Fall der Fehler liegt. - My BMW App Support Team\r', 'modified': '2021-02-04T14:12:05Z'}"
Zottel1234,2,2020-08-13 14:12:39,False,Sehr schöne App aber !!!,Die App ist schöner gestaltet als die alte Connected App aber die neue App hat weniger Funktionen. Die Apple Watch Verknüpfung fehlt und es geht nicht mehr per App das Auto Licht anzustellen bzw. zu Hupen.,my-bmw,1519034860,
Neki27,3,2021-06-03 18:00:14,False,Seit den neuen Apple Update geht sie nicht mehr,"Habe heute das neue Apple Update gemacht seit den geht sie nicht mehr!
Bitte um Aktualisierung!!",my-bmw,1519034860,
Olli221,1,2021-03-16 19:46:32,False,Leider genauso schlecht wie der Vorgänger,"Die App saugt den Akku leer, wie bereits die Vorgängerversion. Die ganze Steuerung ist holprig, da ist noch viel zu tun bei der Software. Unsere deutschen Automobilhersteller sind wirklich weit abgeschlagen was Software, UI etc. betrifft.",my-bmw,1519034860,"{'id': 21844087, 'body': ""Hi 'Olli221'! Danke für Dein Feedback! Wir bedauern, dass du aktuell Probleme bei der Nutzung der My BMW App hast. Unser Entwicklerteam arbeitet an einer Lösung. - My BMW App Support Team \r"", 'modified': '2021-03-24T15:07:10Z'}"
SGer113,1,2020-12-22 08:07:25,False,MyBMW App katastrophale Performance bei BMWi 3 Bj2016,"in der neuen BMW App funktioniert die remote control seit Tagen überhaupt nicht mehr. Mittlerweile auch nicht mehr in der alten App.
Der Verlauf lässt sich nicht mehr löschen.
In der neuen App fehlt zudem die Anzeige für die Tankfüllung beim range extender. Ein grosses Manko in der Abschätzung der Gesamtreichweite!
Ich bitte dringend um baldige Nachbesserung. So geht es gar nicht!",my-bmw,1519034860,"{'id': 20090198, 'body': 'Hallo SGer113\'! Wir bedauern, dass Du Probleme mit der My BMW App hast. Wenn Du uns diese über ""Feedback senden"" im Menü ""Profil"" meldest, können wir prüfen wo in Deinem Fall der Fehler liegt. Wische auf der Statusleiste nach rechts oder links, um zwischen ""Kombinierte Reichweite“, ""Ladezustand“ und ""Kraftstoffstand“ zu wechseln. – My BMW App Team\r', 'modified': '2020-12-30T15:29:00Z'}"
SeeBer61,3,2021-03-03 21:22:14,False,Standhzg im G30/31  ??,"Leider ist die App noch immer halbgar: Standheizung kann nicht ein-/ausgeschalter werden - und zeitgesteuert schon gar nicht. 

Die „alte“ Connected-App kann das",my-bmw,1519034860,"{'id': 21932144, 'body': 'Mit der Version 1.3.2. der My BMW App ist nun auch ein Klimatimer für BMW Fahrzeuge mit Verbrennungsmotor verfügbar, mit dem Du Zeitpunkte festlegen kannst, zu denen Dein BMW für die Fahrt vorklimatisiert oder -geheizt werden soll. Je nach Land, Modell, Produktionsdatum, Softwarestand und gebuchten Sonderausstattungen ist für Deinen BMW anstelle des ""Klimatimer"" ein ""Belüftungs-/Heiztimer"" verfügbar.\r\n', 'modified': '2021-03-29T18:07:25Z'}"
Julius0492,2,2021-12-01 16:05:59,False,App Anbindung,"Guten Tag,

Bei mir funktioniert seit ein paar Tagen nicht mehr die App Anbindung im iDrive. Sprich mir fehlt u.a. die Spotify App. Liegt hier aktuell ein Problem vor, oder wurde die Funktion deaktiviert?",my-bmw,1519034860,"{'id': 26758708, 'body': 'Hi Julius! Danke für Dein Feedback! Bei Aktivierung von Apple CarPlay starten die Apps nicht mehr automatisch und lassen sich daher in der Tat nicht mehr über iDrive ansteuern. - My BMW App Support Team\r\n', 'modified': '2021-12-10T13:57:09Z'}"
Vermesser24,2,2021-07-21 13:24:48,False,Die neue kann weniger als die alte App,Unglaublich aber BMW liefert eine neue App die weniger kann als die Alte. Wie kann BMW allen Ernstes 2021 solche Regressionen liefern? Wann kommt z.B. die Anbindung an die Apple Watch zurück? Das macht bisher keinen guten Eindruck…,my-bmw,1519034860,"{'id': 24575487, 'body': ""Hi 'Vermesser24'! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team"", 'modified': '2021-08-18T10:06:49Z'}"
scrabblejack,2,2021-04-25 10:47:30,False,Nachholbedarf,"Im Vergleich zur BMW Connected App gibt’s keine Apple Watch App, man kann den Wagen nicht hupen lassen, und man sieht seine gebuchten Servicetermine nicht. Einige  Infos sind eher versteckt zu finden. Das einzig „innovative“ ist, dass win Profilbild angelegt werden kann, welches denn im Wagen angezeigt wird. Ich bleibe bei der BMW Connected App, bis diese deaktiviert wird.",my-bmw,1519034860,"{'id': 24573960, 'body': ""Hi 'scrabblejack'! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team"", 'modified': '2021-08-18T09:09:47Z'}"
Toftring,1,2021-03-08 14:29:24,False,Momentan fast nicht benutzbar,"Hallo,

am Anfang war die App mindestens noch benutzbar. Seit Mitte Februar so gut wie gar nicht. Der aktuelle Ladezustand wird fast nie aktualisiert. Klimatisierung an das Fahrzeug senden klappt fast nie. Navigationsziele werden auch nicht mehr zuverlässig übertragen. 

Total ärgerlich und bei den Fahrzeugpreisen und Aufpreisen für die connected Pakete eine absolute Zumutung. Leider ist es nicht möglich 0 Sterne zu vergeben !",my-bmw,1519034860,"{'id': 21615722, 'body': 'Hi \'Toftring\'! Danke für Dein Feedback! Wir bedauern, dass du aktuell Probleme bei der Nutzung der My BMW App hast. Für die Ausführung von Remote Services und den Austausch von Informationen zum Fahrzeugstatus benötigt die SIM-Karte Deines BMW immer eine Mobilfunkverbindung. Meide Orte mit schlechtem Mobilfunkempfang, wie z.B. Tiefgaragen. Melde uns Deine Probleme möglichst detailliert über ""Feedback senden"" im Menü ""Profil"". Wir werden dann anhand der übermittelten Fahrzeugdaten prüfen, wo genau in Deinem Fall das Problem liegt. - My BMW App Support Team \r\n', 'modified': '2021-03-12T14:59:15Z'}"
MartinNO14,3,2020-10-13 16:06:32,False,Keine App funktioniert wie sie soll,"Langsam nervt es nur noch. Statt einer nicht funktionierenden App gibt es nun 2 davon..
Remote 3D endlich vorhanden aber wo ist die History..?
App stürzt App und hängt nach 2x Remote 3D View nur noch..",my-bmw,1519034860,"{'id': 25115013, 'body': 'Hi! Danke für Dein Feedback! Mit der Version 1.6.0 der My BMW App ist nun der “Dark Mode” verfügbar. Wechsel ganz einfach zwischen einem hellen und dunklen Modus, basierend auf Deinen iOS-Einstellungen. - My BMW App Support Team\r\n\n', 'modified': '2021-09-15T09:10:50Z'}"
Bernd_M_85,2,2020-11-20 10:16:35,False,Schlechte Funktionalität,"Wo soll ich anfangen...
-Service wird als überfällig angezeigt, obwohl schon längst durchgeführt.
-Händler kann nicht als Favorit gespeichert werden.
-Remote-Schaltung dauert ewig.
-Zahlung für connected Drive-Dienste nur mit Kreditkarte?? Im Jahr 2020?? Dann halt nicht.",my-bmw,1519034860,
Seefahrerin,2,2022-01-13 08:58:43,False,App aktualisiert nicht mehr alles,"Mein Auto steht angeblich seit einer Woche an derselben Stelle und das die Standheitung gestartet wurde, wird auch nicht mehr durch den drehenden Ventilator angezeigt. Bitte dringend nachbessern.",my-bmw,1519034860,"{'id': 27517740, 'body': 'Hi \'Seefahrerin\'! Danke für Dein Feedback! Wir bedauern, dass Du aktuell Probleme bei der Nutzung der My BMW App hast. Wenn Du uns Dein Problem möglichst detailliert über ""Feedback senden"" im Menü ""Profil"" meldest, kann unser Entwicklerteam anhand der übermittelten Daten überprüfen, wo genau in Deinem Fall der Fehler liegt. - My BMW App Support Team', 'modified': '2022-01-18T16:29:37Z'}"
Hegeax,1,2020-08-08 15:29:39,False,Zeigt immer „Fahrzeug entriegelt“,"Diese und auch die alteApp zeigen immer wieder mal an „Fahrzeug entriegelt“. Zum Glück gibt es die Funktion „Verriegeln“. Zeigt auch an, dass Befehl erfolgreich übertragen wurde, doch es wird immer noch das bisherige Datum angezeigt und immer noch „Fahrzeug entriegelt“ Voller Scheck am späten Abend zum weit entfernten Parkplatz gelaufen und das Fahrzeug war verriegelt. Bei einer solchen Unzuverlässigkeit werde ich die App nicht mehr nutzen.",my-bmw,1519034860,"{'id': 17262497, 'body': 'Hallo Hegeax! Wir bedauern, dass der Fahrzeugstatus bei Dir nicht zuverlässig funktioniert. Du kannst uns dieses Problem über ""Feedback senden"" im Menü ""Profil"" melden. Dann kann unser Entwicklerteam mit den übermittelten Daten überprüfen, wo in Deinem Fall genau das Problem liegt. -  My BMW App Support Team\r', 'modified': '2020-08-13T12:28:40Z'}"
Rockewallaby,4,2022-04-08 20:59:11,False,App ist praktisch,"Aber die Kommunikation zwischen App und Auto ist noch verzögert, v.a. beim Status verriegeln/entriegeln",my-bmw,1519034860,
monsterheidi,3,2021-06-30 12:10:53,False,Apple Watch Anbindung fehlt,Leider ist eine Anbindung an die Apple Watch nicht vorhanden. Ist bei der Connected App wesentlich besser geworden. Wann erfolgt die Anbindung?,my-bmw,1519034860,"{'id': 24574366, 'body': 'Hi! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team', 'modified': '2021-08-18T09:25:18Z'}"
malebo23,1,2021-05-04 16:41:24,False,Kalendersynchronisation fehlt,"Leider ist die alte App ja nunmehr nicht mehr erhältlich. Schade, auch wenn diese häufig harkte, so war hier eine Kalendersynchronisation und Zielübernahme vorhanden. Diese App ist nur ein unnötiges Gimmick. Unter Connected Drive verstehe ich etwas anderes als meine Fenster per Smartphone öffnen zu können.
Als Vielfahrer mit immer neuen Zielen, fand ich es prima mich einfach ins Auto zu setzen und mein BMW wusste wo ich hin wollte. BMW besser hier endlich Deine App nach.",my-bmw,1519034860,
Zacka123,2,2020-08-13 11:43:16,False,Tolles Design,Aber Aktivität fehlt so das keine Kalenderdaten übernommen werden und Hub fehlt,my-bmw,1519034860,
arek.arko,3,2022-04-28 05:05:08,False,Probleme,"Sobald ich mein iPhone mit dem Auto verbinde, stürzt die App sofort ab!  War früher nicht so 🤨",my-bmw,1519034860,
christianfroede,3,2022-01-11 06:00:02,False,Status vom Fahrzeug prüfen,"Warum zeigt mir die App für mein Elektroauto nicht die gemessene Außen und Innentemperatur an? Diese Fakten helfen mir bei der Entscheidung, ob ich morgens überhaupt vorklimatisieren will / muss.",my-bmw,1519034860,"{'id': 27517763, 'body': 'Hi Christian! Danke für Dein Feedback! Wir leiten Deinen Wunsch nach einer Integration der Außen- und Innentemperatur in die My BMW App an unser Produktteam weiter. - My BMW App Support Team', 'modified': '2022-01-18T16:30:48Z'}"
oxoxo73,1,2021-09-06 10:29:14,True,Komplexere App mit den gleichen Bugs wie bisher,"BMW Connect Services sind eh oft nicht verfügbar. Seit Einführung der neuen App sind Funktionen, die vorher nach langer Zeit endlich vollständig eingeschaltet waren, wieder verloren gegangen. Man sollte die Energie besser in stabil funktionierende Online Dienste investieren. Mit dem Abo ärgere ich mich jetzt 2 Jahre rum. 

Ausgereifte Technik geht anders! Jetzt muss erstmal das Telematik-Steuergerät  zurückgesetzt werden damit die Remote Dienste mit der der blöden neuen App auch funktionieren. 🙄

BMW und Digitalisierung, dass passt wohl gar nicht.",my-bmw,1519034860,"{'id': 23708818, 'body': ""Hi 'oxoxo73'! Danke für Dein Feedback! Wir arbeiten stetig an einer Verbesserung der My BMW App. Bisher beliebte und neue Features folgen in künftigen Releases. Wir informieren über neue Features in den App Release Notes. - My BMW App Support Team"", 'modified': '2021-09-06T10:29:14Z'}"
Gerry Nied,2,2022-05-25 13:24:00,False,Update 2.5.2,Bitte dringend überprüfen. Update 2.5.2 eben gemacht. Daten anfangs komplett weg. Kommen jetzt einige wieder rein. Hab das vorher bei BMW Updates nie gehabt.,my-bmw,1519034860,"{'id': 30054501, 'body': 'Hi Gerry! Danke für Dein Feedback! Wir bedauern, dass Dein Fahrzeugstatus aktuell nicht zuverlässig aktualisiert wird! Das Problem ist uns bekannt und unser Entwicklerteam arbeitet an einer Lösung. - My BMW App Support Team\r\n', 'modified': '2022-05-30T14:39:31Z'}"
M4232,3,2021-11-15 06:35:16,False,Remote Services unzuverlässig,"Remote Services funktionieren sehr unzuverlässig. Ursache dafür ist nicht die Position oder der Empfang, mal geht es und mal nicht. Auch mit einem anderen Handy ist es nicht besser.",my-bmw,1519034860,
itsmicky,2,2021-07-09 17:51:25,False,Leider totaler Rückschritt,"Mich würde interessieren, wer hier für die Planung verantwortlich war. Absolut useful war die Funktion, das ich meine Kalendereinträge in der Connected hatte und direkt an meinen BMW senden konnte. Jetzt muß ich echt manuell die Adresse erst eintragen. Tankfüllung kann ich auch nicht mehr sehen, hupen auch nicht. Scheinbar möchte BMW keine Verlängerungen der Abos. Schade",my-bmw,1519034860,"{'id': 23908759, 'body': ""Hi 'itsmicky'! Danke für Dein Feedback! Die My BMW App ist optimiert für Fahrzeuge ab Baujahr 07/2016, die über die technische Ausstattung verfügen, Daten zum Fahrzeugstatus über die verbaute SIM-Karte mit der My BMW App auszutauschen. Die\xa0Anzeige der\xa0Fahrzeugdaten\xa0via USB oder Bluetooth für\xa0Fahrzeuge, die diese Voraussetzungen nicht erfüllen,\xa0folgt\xa0in künftigen Releases. Wir leiten Deinen Wunsch nach einer Integration des Kalenders in die My BMW App an unser Produktteam weiter. - My BMW App Support Team\n"", 'modified': '2021-07-13T15:36:26Z'}"
erfolgreicher_badboy,1,2021-07-06 20:09:48,False,Verschlimmbesserung!,"Die Version dieser App ist eine Katastrophe! Es fehlen tolle Funktionen der alten App wie zum Beispiel die aktive Verkehrsüberwachung mit Hinweis zur früheren Abfahrt sofern es nötig ist, etc!",my-bmw,1519034860,
funda user,1,2021-06-02 18:08:11,False,Leider unvollständig,"Hallo liebes Supportteam,
in der alten App (die ich wieder installieren musste), konnte ich auf meinen Kalender zugreifen. Außerdem wurde die Navigation direkt gestartet, wenn zum aktuellen Ereignis im Kalender eine korrekte Adresse eingetragen war. Das sind m.E. obligatorische Funktionen für jeden (Viel-) Fahrer und fördert die Sicherheit im Straßenverkehr. 
Vielen Dank im Voraus.",my-bmw,1519034860,"{'id': 23283311, 'body': ""Hi 'funda user'! Danke für Dein Feedback! Eine Kalenderintegration und weitere Funktionen folgen in künftigen Releases der My BMW App. Wir informieren über neue Funktionen immer in den App Release Notes. - My BMW App Support Team\r"", 'modified': '2021-06-09T09:08:08Z'}"
Walterbusch,2,2021-03-31 14:45:44,False,Viele Schwierigkeiten,"Mal funktioniert die Anbindung zum Auto nicht, aktuell funktioniert die App nach dem Update nicht.
Wenn alles funktioniert, sicherlich eine gute App, benutze die App häufiger, aber geschrieben auch öfter ungewollt nicht...",my-bmw,1519034860,
A. Anders,1,2021-01-08 07:41:56,False,"Keine Verbesserung, alte App ist besser","Das Design der „alten“ connected App ist keineswegs unmodern, es ist immer noch übersichtlich und funktionell. In der neuen App sollte zumindest ein Nachtmodus ergänzt werden. Derzeit funktioniert das Fernsteuern der Klimatisierung nicht.",my-bmw,1519034860,"{'id': 20475287, 'body': 'Hallo ""A. Anders\'! Wir bedauern, dass Du derzeit Probleme mit der Klimatisierung Deines BMW über die My BMW App hast.  Wenn Du uns das Problem über ""Feedback senden"" im Menü ""Profil"" meldest, können wir anhand der übermittelten Daten prüfen, wo genau in Deinem Fall der Fehler liegt. Ein Klimatimer für BMW Fahrzeuge mit Verbrennungsmotor, folgt übrigens in künftigen Releases der My BMW App. - My BMW App Support Team\r\n\n', 'modified': '2021-01-18T11:49:00Z'}"
Miran.schmidt,1,2020-12-25 12:55:36,False,Akku Killer,Seit dem letzten Update Frist es mein Akku mit der Hintergrundaktionen,my-bmw,1519034860,"{'id': 20475355, 'body': 'Hallo Miran! Danke für Dein Feedback! Wir bedauern, dass du aktuell Probleme bei der Nutzung der My BMW App hast. Unser Entwicklerteam arbeitet an einer Lösung. - My BMW App Support Team\r', 'modified': '2021-01-18T11:51:59Z'}"
TrueHeisenberg,1,2020-08-06 22:17:59,False,Geht gar nicht,"Ich muss bei jedem öffnen der App meine Emailadresse und das Passwort neu eingeben und anschließend noch eine 4-stellige PIN. Jedes mal. Geht gar nicht. Außerdem fehlen jede Menge Funktionen aus der alten App. So, für mich nicht zu gebrauchen.",my-bmw,1519034860,"{'id': 17262602, 'body': 'Hallo TrueHeisenberg! Wir bedauern sehr, dass Du mit der My BMW App unzufrieden bist. Unser Entwicklerteam arbeitet bereits mit Hochdruck daran, das Problem beim Öffnen der App zu beheben. Weitere Features, die Du aus der BMW Connected kennst, sowie neue Features folgen in künftigen Versionen der My BMW App. - My BMW App Support Team\r\n', 'modified': '2020-08-13T12:32:18Z'}"
pumpenflansch,2,2022-01-10 19:06:23,False,Ganz gute App mit Schwäche,"Eigentlich eine sehr gute App die ich gerne nutze. Allerdings wird circa seit Jahreswechsel der km Stand, der Status wie Tür auf und Ladestand falsch Bzw gar nicht angezeigt.",my-bmw,1519034860,"{'id': 27448425, 'body': 'Hi \'pumpenflansch\'! Danke für Dein Feedback! Wir bedauern, dass Du aktuell Probleme bei der Nutzung der My BMW App hast. Melde uns dieses Problem mit Angabe Deines App Store Alias ""pumpenflansch"" möglichst detailliert über ""Feedback senden"" im Menü ""Profil"". Unser Entwicklerteam kann dann anhand der übermittelten Fahrzeugdaten überprüfen wo genau der Fehler in Deinem Fall liegt. - My BMW App Support Team\r\n', 'modified': '2022-01-14T16:02:16Z'}"
spezialhai,3,2021-07-26 19:11:20,False,MY BMW,"Schicke neue App, jedoch aktualisiert sich der Standort nur sporadisch. Bei der alten Connected Drive App gab es diese Probleme nicht.
Die Weiterleitung einer Ziel Eingabe vom Handy zum Auto funktioniert nicht",my-bmw,1519034860,"{'id': 24257564, 'body': 'Hi \'spezialhai\'! Wir bedauern, dass Du aktuell Probleme hast Ziele an Dein Fahrzeug zu senden! Anderen Nutzern hat Folgendes geholfen: Aktualisiere die OAP Apps direkt in Deinem Fahrzeug via ""Apps "" - ""Installierte Apps""  - ""Option""  - ""Update Apps"". Sollte das Problem weiterhin auftreten, melde es uns über ""Feedback senden"" im Menü ""Profil"". Falls Du einen BMW mit OS7 hast, musst Du im Fahrzeug mit Deinem Fahrerprofil angemeldet sein, um das Ziel abzurufen. Das Ziel erscheint dann bei Deinem nächsten Fahrzeugstart als Pop-up/Banner im Control Display. Alternativ kannst Du ""Empfangene Ziele"" wählen um das gesendete Ziel im Fahrzeug abzurufen. - My BMW App Support Team \r\n', 'modified': '2021-08-02T09:41:54Z'}"
Joana_007,2,2021-04-20 06:58:47,False,Navigation lässt noch Wünsche offen,"Leider vermisse ich immer noch die Auswahlmöglichkeit für Routen oder gar die Variante, diese selbst zusammen zu stellen und dann ans Fahrzeug zu senden. Ganz analog trifft dies auch für die Rückfahrt zu.",my-bmw,1519034860,
BSV 1926,1,2021-07-23 09:52:58,False,Alte App besser,"Ich ärgere mich, dass ich die alte App bereits gelöscht habe. Die neue lässt doch einige Funktionen, die bei der alten App vorhanden waren, vermissen. So z. B. die Synchronisierung mit meinem Kalender und den bei den Terminen gespeicherten Zielen. Die neue ist m. E. nicht zu empfehlen. Andere Hersteller können einfach mehr. Schwaches Bild was BMW hier abgeliefert hat. Jedenfalls keine Verbesserung, eher ein Rückschritt!",my-bmw,1519034860,"{'id': 24160794, 'body': 'Hi! Danke für Dein Feedback! Wir leiten Deinen Wunsch nach einer Integration des Kalenders in die My BMW App an unser Produktteam weiter. Wir informieren über neue Features in den App Release Notes. - My BMW App Support Team', 'modified': '2021-07-27T15:07:13Z'}"
Loddel Ulf,3,2021-11-05 16:19:26,False,Fehlerhafte Informationen,"Laut App habe ich seit Tagen ein offenes Fenster.
Die Remotekamera funktioniert tendenziell auch eher selten.",my-bmw,1519034860,
Timba77,2,2021-04-18 09:50:46,False,"Service Info fehlt, Händler kann nicht geändert werden",Der Servicebedarf wird im Gegensatz zur Connected App nicht mehr angezeigt. Auch erhalte ich eine Fehlermeldung wenn ich den bevorzugten Händler ändern möchte (VIN wäre in einem anderen Land registriert...). Hier ist noch Luft nach oben.,my-bmw,1519034860,"{'id': 22402801, 'body': ""Hi 'Timba77'! Danke für Dein Feedback!  Wir bedauern, dass Du Schwierigkeiten hast Deinen präferierten BMW Service Partner in der My BMW App hinzuzufügen. Kontaktiere die BMW ConnectedDrive Kundenbetreuung, damit wir Deine Accounteinstellungen prüfen können. Du erreichst uns unter +49 89 1250 16010. - My BMW App Support Team \r\n"", 'modified': '2021-04-22T16:56:13Z'}"
kdoerpel,3,2021-05-27 12:34:41,False,Fehlt noch Einiges,"Anbindung an Apple Watch, Verbrauchsanzeige, Analyse von Fahrt und Fahrstil … solche Sachen. Derzeitige App ist praktisch Alpha-Version, bitte fertig entwickeln, Danke!",my-bmw,1519034860,"{'id': 24576157, 'body': ""Hi 'kdoerpel'! Danke für Dein Feedback! Wir, das My BMW App Team, nehmen Dein Anliegen sehr ernst und möchten Deinem Wunsch nachkommen, in einem der nächsten Releases eine My BMW Apple Watch App anzubieten. Dein Feedback ist dabei extrem wertvoll für uns, um die My BMW Apple Watch App nach Deinen persönlichen Bedürfnissen zu gestalten. Werde Teil der My BMW Apple Watch App Entwicklung, indem Du uns Deine Funktionswünsche in unserer kurzen Umfrage mitteilst. Klicke hier, um loszulegen: https://bit.ly/3fY0Mez. – My BMW App Support Team"", 'modified': '2021-08-18T10:37:53Z'}"
Appgehängt,2,2021-07-01 14:50:40,False,Telefon Adressbuch,"In der alten Connected App konnte man eine Adresse aus den Kontakten des Telefons als Ziel fürs Navi auswählen. Das geht in der neuen myBMW App nicht. (oder kriege nur ich das nicht hin?). Die Funktion war sehr nützlich, daher ist die neue App für mich ein deutlicher Rückschritt zu vorher.",my-bmw,1519034860,"{'id': 23770306, 'body': ""Hi 'Appgehängt'! Danke für Dein Feedback! Wir leiten Deinen Wunsch nach einer Integration der Kontakte in die My BMW App an unser Produktteam weiter. - My BMW App Support Team"", 'modified': '2021-07-06T08:47:57Z'}"
