developerResponse,userName,title,date,rating,review,isEdited,app_name,app_id
"{'id': 19072244, 'body': 'Hallo Vignale für die Katz , wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-11-12T17:06:02Z'}",Vignale für die Katz,Halbherzig und qualitativ minderwertig,2020-11-10 22:01:51,1,"Immerhin bleibt sich Ford treu. Die App ist genauso unzuverlässig und fehlerbehaftet wie die „Fahrzeuge“ die dort vom Band wackeln.  Eine Kunst, dass der Marktanteil antiproportional zur Qualität Steigt- da ein riesiger, anerkennender Applaus an das Marketing die diese mobilen Verschlimmbesserungen vermarkten.",False,fordpass,1141464928
"{'id': 28614094, 'body': 'Hallo Seebaer1963, wir freuen uns, dass Sie sich die Zeit genommen haben, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt zu verbessern! Wir möchten Ihnen helfen, alle Schwierigkeiten, die Sie haben, zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" in der App oder über FPDEU@ford.com kontaktieren. Bitte teilen Sie uns, wenn möglich in einer E-Mail Folgendes mit:\r\n\r\n•\tFahrgestellnummer des Fahrzeugs\r\n•\tScreenshots von der Fehlermeldung\r\n•\tdie App-Version der verwendeten FordPass App \r\n•\tdas Handy Modell\r\n•\tBetriebssystem-Version\r\n•\tBenutzername (FordPass)\r\n\r\nIhr FordPass Team\r\n', 'modified': '2022-03-16T17:06:46Z'}",Seebaer1963,Fehlende Bedienungsanleitung,2022-03-14 22:46:21,3,Für meinen Ford Focus Turnier (IV) existiert keine Bedienungsanleitung in der App? Nicht nachvollziehbar!,False,fordpass,1141464928
"{'id': 18996038, 'body': 'Hallo David1510, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-11-09T16:06:12Z'}",David1510,War gut bis zum letzten Update,2020-11-05 23:52:01,1,Seit dem Update lässt die App sich nicht mehr starten!,False,fordpass,1141464928
"{'id': 18309200, 'body': 'Hallo Beurensteig, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-10-06T17:32:40Z'}",Beurensteig,Bleibt immer hängen kurz nach dem Start,2020-10-01 12:30:24,1,"Sehe nur noch das Ford Logo und App hängt sich auf, neuerdings wollen die glaub demnächst sogar Geld haben für diese App 😒Werde diesen Müll wieder löschen!",False,fordpass,1141464928
"{'id': 22537251, 'body': 'Hallo OM8185, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-04-29T15:07:36Z'}",OM8185,Sync klappt nicht,2021-04-14 18:18:55,1,"Seit knapp 1,5 Monaten haben wir unser Fahrzeug und seither klappt die Aktivierung in der App NICHT. Der Autohändler hat keine Ahnung und bei Ford fühlt sich auch niemand zuständig!! Aber vollen Kaufpreis fürs Fahrzeug einziehen klappt... ich kann keine Fernsteuerung/Standheizung nutzen, danke Ford. Einmal und nie wieder!!!",False,fordpass,1141464928
"{'id': 19549818, 'body': 'Hallo flavi58, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-12-04T19:40:33Z'}",flavi58,App arbeitet nicht mehr,2020-12-03 08:49:42,1,"Leider läßt sich seit dem vorletzten Update nicht mehr viel machen. In den Fahrzeugdaten soll man das Fahrzeug aktivieren, was nicht funktioniert. Das macht die App unbrauchbar. Das Fahrzeugkennzeichen läßt sich auch nicht mehr speichern, der Ford Partner ist auch bei jedem Start der App wieder weg. Absoluter Schrott!",False,fordpass,1141464928
"{'id': 18996324, 'body': 'Hallo siegfriedkupfer, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-11-09T16:15:30Z'}",siegfriedkupfer,Nur noch Absturz,2020-11-07 19:53:40,1,"Nach dem Update stürzt das Programm nur noch ab. Angeblich funktioniert die App mit 12.4 , tut sie aber nicht. Für diese App kaufe ich mir jedoch kein neues Handy. Eigentlich keinen Stern",False,fordpass,1141464928
"{'id': 18231645, 'body': 'Hallo 2020Kuga, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-10-02T10:53:02Z'}",2020Kuga,Dringend Nachbesserung erforderlich,2020-09-29 05:27:38,1,Aktuelle Version stürzt nach dem Start sofort ab. Nach mehreren Versuchen öffnet sich dann die App. Standort kann auch nicht mehr ermittelt werden.,False,fordpass,1141464928
"{'id': 20895694, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.\r\nHallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.\r\n', 'modified': '2021-02-06T13:00:33Z'}",Sweetyooo,Kein reinkommen,2019-07-05 04:09:05,1,Ich komme nicht mehr in die App rein seit Wochen. Angeblich wegen technischer Probleme. Ich kann noch nicht mal die Geschäftsbedingungen akzeptieren. Echt schade. Leider genauso Mist wie sync3 im Wohnmobil,False,fordpass,1141464928
,kuffels,Entfernung weniger genutzte Funktionen,2022-06-20 16:02:40,1,"Unverschämte Behauptung dieser wenig genutzten Funktionen,das ist einfach verarschen der Kundschaft,ist mein erster und letzter Ford den ich gekauft habe ,werde viel Werbung machen!",False,fordpass,1141464928
"{'id': 18577072, 'body': 'Hallo Marceljens, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2022-02-14T19:27:06Z'}",Marceljens,Schlimmer geht immer,2022-02-14 19:27:06,1,"Die App zeichnet Fahrten auf, oder eben nicht. In der Regel eher nicht, obwohl angezeigt wird, dass die Fahrt aufgezeichnet wurde. Es ist wie Lotto, nur viel ärgerlicher. Vielleicht sollte man mal jemanden Fragen, der Apps zuverlässig programmieren kann",True,fordpass,1141464928
"{'id': 19022326, 'body': 'Hallo Geronimoo44, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-08-27T09:45:22Z'}",Geronimoo44,Könnte besser sein!,2021-08-27 09:45:22,2,"Seit dem letzten Update funktioniert die App nicht mehr! Komme bis zur Startseite,dann friert alles ein ! Dringend reparieren! Bis dahin sehr zufrieden gewesen! Auf geht’s FORD !!",True,fordpass,1141464928
"{'id': 21146297, 'body': 'Hallo Konsummuffel, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-02-18T18:25:50Z'}",Konsummuffel,Versionen,2021-02-14 11:58:37,1,"Kann Ford sich vorstellen, dass nicht auf jeden Handy die neueste Version der IOS lauffähig ist oder der Nutzer diese nicht lädt oder laden darf (Diensthandy Policy).
Falls ja, warum muss man dann die vorhandene Version der Ford App updaten, obwohl man dies garnicht kann ...(Kopfschüttel)",False,fordpass,1141464928
"{'id': 18321939, 'body': 'Hallo Giuliano123, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-12-01T09:02:06Z'}",Giuliano123,Extrem heiß,2020-12-01 09:02:06,1,"Hab eine iphone xs max und es wird extrem heiß und die App zieht ganzezeit extrem viel akku, müsste sie leider löschen

Nachtrag: 
Immer noch zieht die App 50% akku innerhalb 2 h",True,fordpass,1141464928
"{'id': 19392552, 'body': 'Hallo smax 2020, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2020-11-27T12:38:40Z'}",smax 2020,Funktioniert nicht!,2020-11-25 08:17:28,1,Kopplung mit Sync System nicht möglich! App stürzt zudem ständig ab!,False,fordpass,1141464928
"{'id': 20895484, 'body': 'Hallo Elit2405, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.\r\n', 'modified': '2021-02-06T12:35:34Z'}",Elit 2405,Funktioniert nicht,2019-04-17 20:29:30,1,"Schade, funktioniert nicht mit dem XR IPhone",False,fordpass,1141464928
"{'id': 18347203, 'body': 'Hallo Coltinio, vielen Dank für Ihr Feedback. Wir arbeiten mit Apple zusammen, um dieses Problem zu lösen, das einige Geräte betrifft, die unter iOS 14+ laufen, nachdem sie über USB an das Fahrzeug angeschlossen wurden. Als kurzfristige Abhilfe empfehlen wir, Ihr Telefon neu zu starten.', 'modified': '2020-10-08T10:41:55Z'}",Coltinio,Extrem hoher Akkuverbrauch,2020-10-07 08:04:27,2,"Neuerdings zieht die App extrem viel Akku ( zwischen 70 & 90% in der Batterie Übersicht) es wäre toll, wenn das gefixt werden kann.",False,fordpass,1141464928
"{'id': 20896947, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:38:03Z'}",Broilerkeule,So schlecht!,2020-04-09 16:47:23,1,"Die App stürzt laufend ab bzw. läßt sich mit Fahrzeug nicht verbinden. Fahrzeug wieder entfernt, neu zugefügt, jedoch selbes Ergebnis. Völlig unbrauchbar! Völlig sinnlos sich diesen Quatsch zu installieren!",False,fordpass,1141464928
"{'id': 3131693, 'body': 'Hi Ralf, danke für Ihre Rückmeldung. Es gibt mittlerweile Aktuellere Versionen die dieses Problem beheben. Bitte Laden Sie iOS 11.3 und die neuste Version von FordPass 1.14.3 herunter. Liebe Grüß. JV', 'modified': '2018-04-14T15:40:52Z'}",Ralf 23,App stürzt seit 1.14.1 ab,2018-03-16 22:46:49,1,Das Update war absolut unnütz. Seit 1.14.1 stürzt die App sofort ab wenn das Telefon mit dem Fahrzeug verbunden wird...... nach dem Problem beim vorletzten Apple Update ist das mehr als mies.... Zukunft und Ford? Ich habe Zweifel!,False,fordpass,1141464928
"{'id': 15016416, 'body': 'Hallo Herr Schuerenberg, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Ihr FordPass Team.', 'modified': '2020-04-30T14:48:18Z'}",c.schuerenberg,Registrierung nicht möglich,2020-04-27 18:54:08,1,"Email und Passwort korrekt erstellt, dennoch ist keine Registrierung möglich. Technischer Fehler wird angezeigt.",False,fordpass,1141464928
"{'id': 20896888, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:34:52Z'}",Sabrina_0708,App lässt sich nicht mehr öffnen,2020-03-04 11:30:26,1,Seit einiger Zeit lässt sich die App nicht mehr öffnen. Trotz aktueller Version erscheint nur kurz das Logo und dann stürzt die App ab.,False,fordpass,1141464928
"{'id': 20896862, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:32:50Z'}",Jester0200,App geht nicht,2020-02-09 17:16:17,4,Die App ist super darum 4 Sterne. Nur seid einigen Tagen geht sie bei mir nicht mehr.,False,fordpass,1141464928
"{'id': 4078932, 'body': 'Lieber FordPass Kunde, danke für Ihre Rückmeldung. Wir bedauern, dass Sie Probleme mit der App haben. Wir haben gute Nachrichten da dieses Problem mit mehreren Updates behoben wurde. Bitte verwenden Sie die aktuelle iOS-Version. Liebe Grüße. MG', 'modified': '2018-07-03T18:46:58Z'}",MisterT67#,Finger weg von Update,2018-06-05 19:59:35,1,Seit dem gestrigen Update schmiert die App beim Öffnen sofort ab. Baldige Überarbeitung der App wäre sinnvoll.,False,fordpass,1141464928
"{'id': 20896861, 'body': 'Hallo, am besten richten Sie Ihre Anfrage direkt an das FordPass Team. Sie können uns via E-Mail, per Telefon oder über unseren Chat erreichen. In Ihrer FordPass App im Menüpunkt ""Assistent"" gibt es den jeweiligen Button dafür. Sie erreichen uns auch unter unserer E-Mail-Adresse: ""fpdeu@ford.com"". Unser Team unterstützt Sie gerne bei der Handhabung mit der FordPass App. Zudem haben wir dann auch die Möglichkeit, unsere technische Fachabteilung zu kontaktieren. Wir stehen Ihnen gerne mit Rat und Tat zur Seite. Ihr FordPass Team.', 'modified': '2021-02-06T15:32:42Z'}",Sonny_Burnett,Abstürze und Fehlermeldungen die es nicht gibt...,2020-02-07 12:30:15,2,"Fehler 1:
Beim jeweils ersten starten der komplett geschlossenen App stürzt sie ab, wenn man direkt nach dem öffnen auf „Fahrzeug“ klickt. 

Fehler 2:
Sie bringt oft Meldung „Ladesystem Störung“ und „Motorwartung bald erforderlich“ obwohl alles funktioniert und auch der Ford-Händler keine Fehler auslesen / feststellen kann. 
Da reagiert irgendetwas wohl fehlerhaft oder überempfindlich.",False,fordpass,1141464928
"{'id': 20664405, 'body': 'Hallo Girschner, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2022-03-18T12:30:28Z'}",Girschner,Stabile Funktion der App? Fehlanzeige,2022-03-18 12:30:28,1,Beim Laden bricht die Verbindung zum Handy permanent ab. Funktioniert instabil. Die Anzeige; Es ist etwas schiefgelaufen; funktioniert allerdings gut. Das ist aber auch alles. Die sollen lieber Autos bauen.,True,fordpass,1141464928
"{'id': 27378376, 'body': 'Hallo, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren. Es tut uns leid, dass Sie Schwierigkeiten mit einigen Funktionen in der FordPass App haben. Wir entwickeln unsere App ständig weiter und nutzen Ihr Feedback, um das Produkt besser zu machen! Wenn Sie weitere Schwierigkeiten haben, wenden Sie sich bitte an unser Support-Team, das Ihnen gerne weiterhelfen wird. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App kontaktieren. Alternativ können Sie uns über FPDEU@ford.com kontaktieren. Mit freundlichen Grüßen - Ihr Ford Pass Team.', 'modified': '2022-01-11T16:44:54Z'}",freundin1951,Fahrtenspeicherung,2021-12-06 10:41:39,2,"Miserabel funktioniert wie Lotto 
Stark verbesserungsfähig",False,fordpass,1141464928
"{'id': 18075224, 'body': 'Hallo Andileinmuc , es tut uns leid, dass Sie Schwierigkeiten haben. Haben Sie bereits schon die die neue FordPass Version 3.9.0 ausprobiert? Andernfalls wenden Sie sich über die Schaltfläche ""Assistent"" oder FPDEU@ford.com an unser Support-Team, das Ihnen gerne weiterhelfen wird. Mit freundlichen Grüßen Ihr FordPass Team', 'modified': '2021-02-18T12:16:59Z'}",Andileinmuc,Seit Update Schrott,2021-02-18 12:16:59,1,"Und schon wieder einmal ist es gelungen, mit einem Update alles zu verschlimmern. Weder die Standortbestimmung funktioniert zuverlässig noch die Bedienungsanleitungen sind verfügbar, von der Apple Watch App ganz zu schweigen. Die funktioniert einfach gar nicht mehr!",True,fordpass,1141464928
"{'id': 3126941, 'body': 'Lieber FordPass Nutzer. Danke für Ihre Rückmeldung. Wir bedauern das Sie die App nicht Nutzen können und bitten Sie bitte zu Überprüfen ob ihre Systeme wie Sprich Betriebssystem auf dem neusten Stand sind. Probieren Sie es dann bitte erneut. Liebe Grüße. JV', 'modified': '2020-10-02T05:47:41Z'}",The0bone,iOS 14: 68% Akku im Hintergrund,2020-10-02 05:47:41,1,"Jetzt lief die App grade erst gut und jetzt zieht sie ohne geöffnet zu sein meinen Akku in 6 std leer und wärmt das iPhone. 
WTF",True,fordpass,1141464928
"{'id': 12613818, 'body': 'Hallo  justin4011, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Es tut uns leid, dass Sie Schwierigkeiten mit der Anzeige des Ölstands haben. Wir möchten Ihnen helfen, dies zu lösen und haben ein engagiertes Support-Team, das Ihnen gerne weiterhelfen wird. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App kontaktieren. Alternativ können Sie uns über FPDEU@ford.com kontaktieren.\r\nMit freundlichen Grüßen - Ihr Ford Pass Team.\r\n', 'modified': '2019-12-27T13:09:02Z'}",justin4011,Öl,2019-12-20 15:51:48,4,Warum hat ma den Öl stand auf der App raus genommen ????,False,fordpass,1141464928
"{'id': 4596687, 'body': 'Hallo Luke,\nVielen Dank für Ihre Rückmeldung. Wir werden Ihren Kritikpunkt aufnehmen und an die zuständige Abteilung weiterleiten, damit die zukünftige Registrierung in der App einfacher funktioniert. Wir hoffen, dass Sie die App überzeugt und Sie die Funktionen nutzen können. Vielen Dank. Liebe Grüße. AM', 'modified': '2018-08-09T14:40:49Z'}",Luke1603,Registrierung super aufwendig,2018-07-19 12:15:40,2,"Die Registrierung ist super nervig, die App wollte dauernd meine Handynummer nicht akzeptieren musste es dann über den Browser machen.",False,fordpass,1141464928
"{'id': 28068677, 'body': 'Hallo Jensbst, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2022-02-15T18:33:54Z'}",Jensbst,Funktioniert regelmäßig gar nicht,2022-02-12 10:34:17,1,"Auf die App ist einfach kein Verlass. Mal funktioniert sie, dann beim nächsten Start kommt man nicht über das Ford Logo hinaus. Die Bugfixes der Entwickler scheinen auch mehr Glücksspiel zu sein. Alles in allem echt unzufriedenstellend, gerade weil darüber wichtige Features wie der Motor Vorlauf (zum Vorheizen im Winter) gesteuert werden können.",False,fordpass,1141464928
"{'id': 21271127, 'body': 'Hallo gerdmustermann, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-02-24T17:38:39Z'}",gerdmustermann,Wegdaten,2021-02-22 15:46:49,1,"Nach Update wird eine Zusammenfassung bzw. Streckendaten nicht mehr angezeigt.
App wurde aktualisiert und Neuinstalliert aber leider keine Besserung.",False,fordpass,1141464928
"{'id': 18996104, 'body': 'Hallo Ba4ti, vielen Dank für Ihr Feedback. Wir arbeiten mit Apple zusammen, um dieses Problem zu lösen, das einige Geräte betrifft, die unter iOS 14+ laufen, nachdem sie über USB an das Fahrzeug angeschlossen wurden. Als kurzfristige Abhilfe empfehlen wir, Ihr Telefon neu zu starten.', 'modified': '2020-11-09T16:08:51Z'}",Ba4ti,Zieht das Akku leer,2020-11-06 05:37:10,1,Ich nutzte die App zurzeit nicht mehr da diese mein Akku innerhalb eines halben Tages einfach leer zieht ich habe die App gelöscht und siehe da das Akku hält wieder wie gewohnt 2 Tage,False,fordpass,1141464928
"{'id': 18577083, 'body': 'Hallo Wavebow, vielen Dank für Ihr Feedback. Wir arbeiten mit Apple zusammen, um dieses Problem zu lösen, das einige Geräte betrifft, die unter iOS 14+ laufen, nachdem sie über USB an das Fahrzeug angeschlossen wurden. Als kurzfristige Abhilfe empfehlen wir, Ihr Telefon neu zu starten.', 'modified': '2020-10-19T17:09:44Z'}",Wavebow,Akkufresser,2020-10-16 12:45:36,1,"Seit kurzem saugt die App meinen Akku innerhalb kürzester Zeit leer. Und das im Hintergrund und ohne das sie offen ist. Bis das behoben ist, bleibt sie deinstalliert.",False,fordpass,1141464928
"{'id': 5731287, 'body': 'Hallo Marco, danke für Ihr Feedback. Es tut uns leid, dass es Schwierigkeiten beim Öffnen der App zu geben scheint! Gerne schauen wir uns dies genauer an. Bitte senden Sie uns doch eine E-Mail an: FPEU@ford.com - Vielen Dank und viele Grüße, JB', 'modified': '2018-10-30T17:01:04Z'}",DerMarco,🤷🏻‍♂️,2018-10-29 15:51:35,1,"Läuft seit mehreren Updates nicht mehr auf meinem IPhone 7.
Klickt man auf die App...... Fordsymbol und dann... wieder im IPhone Homescreen....",False,fordpass,1141464928
"{'id': 18481134, 'body': 'Hallo skylinebrb, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-12-13T11:07:02Z'}",skylinebrb,Seit Sync Update keine Verbindung,2021-12-13 11:07:02,1,Seit einem Sync Update im Oktober funktioniert die App nicht mehr. Authentifizieren ist nicht möglich. Support bislang ist nicht erfolgt. Ich warte seit Wochen auf eine Lösung.,True,fordpass,1141464928
"{'id': 27392472, 'body': 'Hallo Enzo, vielen Dank für Ihren Kommentar. Wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Es tut uns leid, dass Sie Schwierigkeiten mit der FordPass App haben. Wir möchten Ihnen helfen, dies zu lösen und haben ein engagiertes Support-Team, das Ihnen gerne weiterhelfen wird. Sie können unser Team über die Schaltfläche ""Assistent"" innerhalb der App kontaktieren. Alternativ können Sie uns über FPDEU@ford.com kontaktieren.\r\n\nMit freundlichen Grüßen - Ihr Ford Pass Team.\r\n', 'modified': '2022-01-12T09:32:41Z'}",Enzo *,App taugt nicht,2021-09-25 16:14:43,1,Eine App bei der man nach 12 Monaten zahlen soll für live Traffic was soll das?! Dann klappt es nicht mit der Übertragung von Zielen aus der Karte ins Navigationsgerät! Dann Soll man die Apple ständig an haben?! Es reicht eigentlich wenn man sie benutzt! Also nicht gut! Schmeiße sie wieder runter!,False,fordpass,1141464928
"{'id': 21998774, 'body': 'Hallo gisi2210, wir freuen uns, dass Sie sich die Zeit nehmen, uns zu kontaktieren und wir nutzen Ihr Feedback, um das Produkt besser zu machen! Wir möchten Ihnen helfen, Ihre Schwierigkeiten zu lösen. Sie können unser Team über die Schaltfläche "" Assistent "" innerhalb der App oder über FPDEU@ford.com kontaktieren. Ihr FordPass Team', 'modified': '2021-04-01T17:03:49Z'}",gisi2210,Fehler wird nicht behoben,2021-03-30 14:54:39,1,Bricht Installation bei Marketing Frage ab,False,fordpass,1141464928
