developerResponse,review,rating,isEdited,title,date,userName,app_name,app_id
"{'id': 27563120, 'body': 'Guten Tag msle08, \nwir entschuldigen uns im höchsten Maße für die Unannehmlichkeiten. Wir konnten die Probleme mittlerweile beheben und hoffen, dass Sie unserer App noch eine Chance geben. Wir würden uns freuen, wenn Sie über eine aktualisierte Bewertung wissen lassen, ob sich die Performance verbessert hat. Vielen Dank. \nIhr Porsche Contact Team', 'modified': '2022-01-20T16:04:37Z'}",Heute eine Email bekommen zur neuen App und sofort installiert… aber leider große Enttäuschung!!! 5min auf dem Telefon und nur Probleme mit Gateway oder Fehlermeldung wie “da ist was schief gelaufen” Ich werde es wieder deinstallieren und lieber zu Fuß kontrollieren ob ich das Auto abgesperrt habe. Connected Car stell ich mir anders vor.,1,False,Beim Login schon Gatewayprobleme 🤦🏼‍♀️,2022-01-12 08:09:22,msle08,my-porsche,1559529059
"{'id': 28735377, 'body': 'Guten Tag Happyhahl,\r\n\nvielen Dank für Ihr Feedback. Sie können Ihr Fahrzeug in der My Porsche App hinzufügen. Mit aktivierten Connect- oder Car Connect-Diensten können Sie zahlreiche Remote-Funktionen nutzen (weitere Infos können Sie hier finden: https://connect-store.porsche.com/de/de?gclid=CjwKCAiAl-6PBhBCEiwAc2GOVB0DsymcbINA2ZvQTVNquTTCLpgX4bfkCpYPcjoZYi4sc25ne9RBXhoCYqgQAvD_BwE&gclsrc=aw.ds&vs=1). Sollten Sie weiterhin Probleme mit der App haben bitten wir Sie, uns eine E-Mail an smartmobility@de.porsche.com zu senden. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-03-23T09:43:59Z'}","Also nach vielem Hin-und-Her in der App alle Daten eingepflegt. Außer einem Service Termin aufsetzen, erhält man Zugang zu den Werbeplattformen (Porsche Design ext.) von Porsche. Den versprochene Weg zum verlorenen Fahrzeug erhält ebensowenig wie die avisierte Steuerung der Klimatechnik. Zusammemgefasst: Nur Spielerei",1,False,Sinnhaftigkeit fehlt,2022-03-13 17:43:32,Happyhahl,my-porsche,1559529059
"{'id': 29553827, 'body': 'Guten Tag uscherb,\r\n\nvielen Dank für Ihr Feedback. Damit wir Ihnen weiterhelfen können, wenden Sie sich bitte mit weiteren Informationen (e.g. Porsche ID, App-Version, Fahrzeugmodell) an smartmobility@de.porsche.com. Außerdem haben wir gute Neuigkeiten für Sie: In Kürze werden wir die Möglichkeit, Klimazonen in der App einzustellen, hinzufügen. Vielen Dank für Ihre Geduld.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-04T12:55:33Z'}","Klimatimer lässt sich über App nicht einstellen. Schlechter Support. Porschezentrum war nicht in der Lage Problem zu lösen. Online Support für einen Technologiekonzern unwürdig, sehr späte Antwort, angebotene Lösung funktioniert nicht. Klimazonen gabs in alter App, jetzt nicht mehr. Ganz, ganz schwach.",1,False,"Ganz schwach, Geht nicht",2022-05-02 20:21:18,uscherb,my-porsche,1559529059
"{'id': 29936035, 'body': 'Guten Tag Mbllh,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen unserer App. Damit wir das Problem untersuchen können, bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ senden Sie bitte eine E-Mail (inkl. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-24T12:08:15Z'}","Macan 2022 und die App auf einem IPHONE kommunizieren sehr unzuverlässig.  Fahrzeug Standort wird erst mit langer Verzögerung angezeigt, genau so der verriegelte Zustand. Navi-Ziel an Macan senden hat noch nie geklappt.

So etwas ist unbrauchbar…",1,False,"Funktioniert nicht, ohne Nutzen",2022-05-22 11:12:55,Mbllh,my-porsche,1559529059
,Seit gestern werden keine Daren mehr aktuell vom Auto übermittelt.,2,False,😤,2022-06-22 15:11:37,Schumi75,my-porsche,1559529059
"{'id': 29029041, 'body': 'Guten Tag der_nasenbar,\r\n\nwir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen unserer App. Bei einem konkreten Problem bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Vielen Dank.\r\n\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-04-07T11:45:07Z'}","Oder macht ein Praktikum, zum Beispiel bei Dacia. Die lassen alles, was schlecht oder gar nicht funktioniert, einfach weg. Das wäre also zumindest beim Taycan alles.",1,False,Lasst es einfach sein!,2022-04-01 07:23:30,der_nasenbaer,my-porsche,1559529059
"{'id': 27444462, 'body': 'Guten Tag Rudi Papa, \nvielen Dank für Ihr Feedback! Wir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an der Verbesserung und Weiterentwicklung unserer App. Außerdem gibt es gute Neuigkeiten: Durch das neue Update sind nun weitere Funktionen hinzugekommen, wie z.B. Trip-Daten. Sollten Sie weiterhin Probleme mit der App haben, bitten wir Sie, uns zusätzliche Details (z.B. Porsche ID, App Version, Fehlermeldung) an folgende E-Mail-Adresse zu senden: smartmobility@de.porsche.com. \nIhr Porsche Contact Team', 'modified': '2022-01-14T12:45:00Z'}",Läuft schlecht und nur ganz wenige Funktionen gegenüber der alten App 😤,1,False,Läuft schlecht un,2022-01-07 13:30:37,Rudi Papa,my-porsche,1559529059
"{'id': 26626085, 'body': 'Hallo Kata8814, vielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an der Verbesserung und Weiterentwicklung unserer App. Zudem haben wir gute Neuigkeiten für Sie, bald kommen weitere Funktionen hinzu! Ihr Porsche Contact Team', 'modified': '2022-01-11T20:37:34Z'}","wieso werden wichtige Funktionen wie
- Konfiguration Ladeprofile
- Änderung der Standklima Temperatur nicht möglich 

Es muss doch möglich sein, den gleichen Funktionsumfang der bisherigen App in diese zu integrieren.
Ich werde wieder auf die Connect App wechseln",2,True,"Weitere Funktionen nun enthalten, aber…",2022-01-11 20:37:34,Kata8814,my-porsche,1559529059
"{'id': 27514924, 'body': 'Guten Tag Croonettes, \n\nwir entschuldigen uns für die Unannehmlichkeiten. Wir haben das Problem gelöst und bitte Sie darum, uns über eine aktualisierte Bewertung wissen zu lassen, ob sich die Performance verbessert hat. \nDarüber hinaus arbeiten wir kontinuierlich an Weiterentwicklungen. Ihren Verbesserungsvorschlag zur AppleWatch-Integration haben wir aufgenommen. Vielen Dank. \n\nIhr Porsche Contact Team', 'modified': '2022-01-18T14:18:51Z'}",Katastrophale Webapp - nicht mal der Login funktioniert richtig. Die bisherige Porsche Connect App ist 1000x besser - hoffentlich wird die nicht abgeschaltet. Die Hoffnung auf eine Apple Watch App wie bei allen anderen Wettbewerbern habe ich inzwischen aufgegeben. Absolut nicht Porsche like …,1,False,Schrott!!!,2022-01-12 08:15:22,Croonettes,my-porsche,1559529059
"{'id': 27625044, 'body': 'Guten Tag cashncarry,\xa0\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Mittlerweile wurden viele Probleme behoben, die zum Release der App aufgetreten sind.\xa0\nBzgl. der Fehlermeldung mit dem iPhone-Browser: Bitte senden Sie eine E-Mail an smartmobility@de.porsche.com, damit wir uns den Sachverhalt anschauen können. Vielen Dank.\xa0\n\nIhr Porsche Contact Team', 'modified': '2022-01-24T10:50:18Z'}","Die App macht beim 911 das, was sie nach dem „berühmten“ Cayenne Update immer macht: nichts Nützliches. Schade!

Ein Bild mit meinem Auto in der richtigen Farbe - toll! 
Und: eine Karte von Google, wo ich mir jeden Punkt der Erde anzeigen lassen, aber leider nicht hin navigieren kann. Auch toll!

Dann noch viel Werbung für Porsche Events. 

Und nicht zu vergessen: die Connect-Dienste! Gleich beim Aufrufen kommt die Fehlermeldung beim iphone mit IOS 15: „der iphone Browser ist veraltet - bitte nutzen sie Chrome oder Firefox“
Gehts noch, Porsche?!",1,False,Was soll der Blödsinn?,2022-01-14 17:23:51,cashncarry,my-porsche,1559529059
"{'id': 25813005, 'body': 'Sehr geehrter Roobster, vielen Dank für Ihre Rückmeldung und das Sternchen! \nIhr Porsche Contact Team\r\n', 'modified': '2021-10-21T13:10:22Z'}",Kann alles was es soll,5,False,Gute App,2021-10-13 14:09:00,Roobster 💪,my-porsche,1559529059
"{'id': 29028972, 'body': 'Guten Tag Jo455, \r\n\nwir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten an einer kontinuierlichen Verbesserung und Weiterentwicklung unserer App. \r\n\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-04-07T11:39:11Z'}",…🤮,1,False,So eine schwache App… die Alte Version war wesentlich besser,2022-03-30 07:46:38,Jo455,my-porsche,1559529059
"{'id': 27809249, 'body': 'Hallo p4x2a,\r\n\nvielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an der Verbesserung und Weiterentwicklung insbesondere im Ladebereich unserer App. Seien Sie gespannt auf die nächsten Updates!\r\n\nIhr Porsche Contact Team', 'modified': '2022-02-02T15:36:59Z'}","Bitte einfach die Kritik der anderen Tycan Fahrer hier abarbeiten und dann gibt es wieder 5 Sterne. Zusätzlich hab ich in der alten App das Widget am meisten genutzt. Weg ist es. Schade. 

Auto perfekt - App nahe Schrott. 

So ist Digitalisierung in Deutschland 2022 eben. 
Wieso geht der Qualitätsanspruch aus der Mechanik nicht auf die Software-Truppe über? 

Also: Gas geben und gute Software bauen.",1,False,Genug gesagt von anderen Tycan Fahrern hier,2022-01-27 22:18:48,p4x2a,my-porsche,1559529059
"{'id': 25812906, 'body': 'Dear FerryTheCarGuyr, thank you for your positive feedback on our My Porsche app, we appreciate it. We have good news: Further features will come soon! \nYour Porsche Contact Team\r\n', 'modified': '2021-10-21T13:04:13Z'}",Just saw this new app and added my Porsche to try it out. Works quite well and looks nice. Hopefully there are more features to come. I also like the mix of remote control functions and discovery content.,5,False,Promising app,2021-10-12 16:31:58,FerryTheCarGuy,my-porsche,1559529059
"{'id': 28232617, 'body': 'Guten Tag SxicideMachine, \n\nbezüglich des Problems mit der fehlerhaften Anleitung -wir haben das Problem mit dem neuen Update behoben und haben folgende Lösung für Sie: Bitte löschen Sie die Anleitung zunächst über Konto -> Einstellungen -> Anleitung -> Tippen auf den Mülleimer. Danach tippen Sie bitte im Homescreen auf Ihr Fahrzeug -> Anleitung -> Herunterladen. Nun sollte der Fehler behoben sein. \n\nViele Grüße, \nIhr Porsche Contact Team', 'modified': '2022-02-24T09:33:50Z'}","Neues iPhone, neuer 911er und dann dieser Witz?!
Wo ist die Anzeige Reifendruck?
Wo ist die Hup- und Blinkfunktion?
Wo kann ich die Spiegel anklappen?
Wo ist die Face-ID Sicherung?
Wo ist Apple Music?
Warum funktioniert die Fzg. Bedienungsanleitung nicht?
Frechheit, das als Innovation zu bewerben!",1,False,Unglaublich unfertig!,2022-01-20 23:57:42,SxicideMachine,my-porsche,1559529059
"{'id': 27564030, 'body': 'Guten Tag broker2342, \r\nes tut uns leid zu hören, dass Sie unzufrieden sind mit unserer App. Gerne würden wir Ihnen bei einem konkreten Anliegen behilflich sein. Bitte kontaktieren Sie uns hierzu direkt mit einer detaillierten Beschreibung Ihres Anliegens: smartmobility@de.porsche.com. Vielen Dank. \r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:55:22Z'}",Die App ist lächerlich😡,1,False,Was für ein Blamage für Porsche,2022-01-13 06:20:22,broker2342,my-porsche,1559529059
"{'id': 27585468, 'body': 'Dear _metone,\xa0\nThank you for your positive feedback, we appreciate it. We are continuously improving the app and we will add further features in the near future.\xa0\nYour Porsche Contact Team', 'modified': '2022-01-21T15:27:25Z'}","I feel like it is an improvement, looking forward to see when it gets better",5,False,On the right direction,2022-01-17 08:49:26,_metone,my-porsche,1559529059
"{'id': 27563145, 'body': 'Guten Tag Torbos, \nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Mittlerweile wurde das Problem behoben. Bitte lassen Sie uns über eine aktualisierte Bewertung wissen, ob sich die Performance verbessert hat. Vielen Dank. \nIhr Porsche Contact Team', 'modified': '2022-01-20T16:06:01Z'}","Alles was ich sehe ist
502 Bad Gateway
oder
504 Gateway Time-out",1,False,Geht gar nicht,2022-01-12 07:47:11,Torbos,my-porsche,1559529059
"{'id': 28257720, 'body': 'Guten Tag Dirkw22,\nvielen Dank für Ihr Feedback. Um Ihnen weiterhelfen zu können, bitten wir Sie, uns weitere Informationen (z.B. Porsche ID, App-Version, Fehlerbeschreibung) an smartmobility@de.porsche.com zu senden. Vielen Dank.\nBeste Grüße\nIhr Posche Contact Team', 'modified': '2022-02-25T18:47:29Z'}","Schlecht , funktioniert nicht",1,True,Funktioniert seit dem ersten Tag 27.12.2022 nicht und mir wird nur erzählt es liegt an Porsche,2022-02-25 18:47:29,Dirkw22,my-porsche,1559529059
"{'id': 27563212, 'body': 'Guten Tag JoFallert, \r\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten, einige Probleme konnten wir beheben. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung wissen lassen, ob sich die Performance verbessert hat. Vielen Dank. \r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:10:23Z'}",Seit dem Update am 11.01.2022 keine Verbindung mehr mit dem Server. Abmelden und neu anmelden bringt nichts. Keine Remotedienste mehr verfügbar. Bitte nachbessern!,1,False,Seit dem Update keine Verbindung,2022-01-12 11:38:19,JoFallert,my-porsche,1559529059
